query_id,query,rank,paperId,title,year,citationCount,influentialCitationCount,venue,url,authors,abstract,ecological_relevance_note
8,multi kingdom soil microbiome ecology,3,6c76efe6b3924b1b61d43f5d8888d6a38a22d07c,Biodegradable plastic exposure enhances microbial functional diversity while reducing taxonomic diversity across multi-kingdom soil microbiota in cherry tomato fields,2025,5,0,Communications Biology,https://www.semanticscholar.org/paper/6c76efe6b3924b1b61d43f5d8888d6a38a22d07c,Zhen Shi; Li Xiong; Zhaojie Li; Farooq Shah; Qianhua Yuan; J.K. Whalen; Wei Wu,"Plastic films are extensively utilized in agroecosystems, and their residues are accumulating in global soil at a worrying rate. Biodegradable films are employed as a substitute for polyethylene (PE) films due to their rapid degradation rate. Although the taxonomic diversity of soil microbiome in response to biodegradable films has been studied, its alterations in functional diversity remain unexplored. Here, we conduct a two–year field experiment in cherry tomato to address how PE and poly (butylene adipate–co–terephthalate) (PBAT) influences soil microbiota across multi–kingdom (bacteria, fungi, and protists) regarding its taxonomic and functional diversity. The results show that PBAT exposure reduces the taxonomic diversity while increasing functional diversity across multi–kingdom domains compared to PE exposure. We further find that the decreased taxonomic diversity under PBAT exposure reduces the complexity of microbial inter–kingdom and internal–kingdom networks. Conversely, PBAT exposure enhances microbial functional diversity (Shannon index) and average genome size, accompanied by elevated abundances of plastic–degrading genes as well as carbon, nitrogen, phosphorus, and sulphur cycling functional genes. Overall, our study indicates that environmental filtration induced by PBAT exposure changes the microbial life adaptive strategies and leads to a decoupling between taxonomic diversity and functional diversity. PBAT plastic exposure decreases taxonomic diversity across multi–kingdom soil microbiota, while enriching functional diversity, genome size, and genes for plastic degradation and carbon, nitrogen, phosphorus, and sulfur cycling.",plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
8,multi kingdom soil microbiome ecology,4,56df6aff0eaf6646e30bc29e7973ebf470d52591,Community RNA-Seq: multi-kingdom responses to living versus decaying roots in soil,2021,18,0,ISME Communications,https://www.semanticscholar.org/paper/56df6aff0eaf6646e30bc29e7973ebf470d52591,E. Nuccio; Nhu H. Nguyen; U. Nunes da Rocha; X. Mayali; J. Bougoure; P. Weber; Eoin L. Brodie; M. Firestone,"Roots are a primary source of organic carbon input in most soils. The consumption of living and detrital root inputs involves multi-trophic processes and multiple kingdoms of microbial life, but typical microbial ecology studies focus on only one or two major lineages. We used Illumina shotgun RNA sequencing to conduct PCR-independent SSU rRNA community analysis (“community RNA-Seq”) and simultaneously assess the bacteria, archaea, fungi, and microfauna surrounding both living and decomposing roots of the annual grass, Avena fatua. Plants were grown in 13CO2-labeled microcosms amended with 15N-root litter to identify the preferences of rhizosphere organisms for root exudates (13C) versus decaying root biomass (15N) using NanoSIMS microarray imaging (Chip-SIP). When litter was available, rhizosphere and bulk soil had significantly more Amoebozoa, which are potentially important yet often overlooked top-down drivers of detritusphere community dynamics and nutrient cycling. Bulk soil containing litter was depleted in Actinobacteria but had significantly more Bacteroidetes and Proteobacteria. While Actinobacteria were abundant in the rhizosphere, Chip-SIP showed Actinobacteria preferentially incorporated litter relative to root exudates, indicating this group’s more prominent role in detritus elemental cycling in the rhizosphere. Our results emphasize that decomposition is a multi-trophic process involving complex interactions, and our methodology can be used to track the trajectory of carbon through multi-kingdom soil food webs.",plant-soil context relevance; cross-kingdom microbial relevance
8,multi kingdom soil microbiome ecology,5,283a568aa3701239a2cd051e54643f6764d824f8,Community RNA-Seq: Multi-kingdom responses to living versus decaying root inputs in soil,2021,1,0,bioRxiv,https://www.semanticscholar.org/paper/283a568aa3701239a2cd051e54643f6764d824f8,E. Nuccio; Nhu H. Nguyen; U. N. da Rocha; X. Mayali; J. Bougoure; P. Weber; E. Brodie; M. Firestone,"Roots are the primary source of organic carbon inputs to most soils. Decomposition is a multi-trophic process involving multiple kingdoms of microbial life, but typically microbial ecology studies focus on one or two major lineages in isolation. We used Illumina shotgun RNA sequencing to conduct PCR-independent SSU rRNA community analysis (“community RNA-Seq”) to simultaneously study the bacteria, archaea, fungi, and microfauna surrounding both living and decomposing roots of the annual grass, Avena fatua. Plants were grown in 13CO2-labeled microcosms amended with 15N-root litter. We identified rhizosphere substrate preferences for 13C-exudates versus 15N-litter using NanoSIMS microarray imaging (Chip-SIP). When litter was available, rhizosphere and bulk soil had significantly more Amoebozoa, which are potentially important yet often overlooked top-down drivers of detritusphere community dynamics and nutrient cycling. Bulk soil containing litter was depleted in Actinobacteria but had significantly more Bacteroidetes and Proteobacteria. While Actinobacteria were abundant in the rhizosphere, Chip-SIP showed Actinobacteria preferentially incorporated litter relative to root exudates, indicating this group’s more prominent role in detritus elemental cycling in the rhizosphere. Our results emphasize that decomposition is a multi-trophic process involving cross-kingdom interactions, and the trajectory of carbon through this soil food web likely impacts the fate of carbon in soil.",plant-soil context relevance; cross-kingdom microbial relevance
8,multi kingdom soil microbiome ecology,6,f5e82ef9fd483a177f296844464dd566718ebcd2,Multi-omics analysis of interspecies interactions in a soil Streptomyces community provides functional insights into siderophore ecology,2026,0,0,Scientific Reports,https://www.semanticscholar.org/paper/f5e82ef9fd483a177f296844464dd566718ebcd2,J. Connolly; F. Del Carratore; K. Schmidt; A. Bisesi; J. Martinson; J. Chua; M. Kuhs; M. M. Boneza,"Streptomyces are key contributors to soil microbiome function, known for their biosynthetic diversity. While advances in -omics technologies have improved our understanding of microbiome composition and metabolic potential, the mechanisms underpinning interspecies interactions remain poorly resolved. Here, we investigate the molecular basis of interactions among four sympatric Streptomyces soil microbiome isolates, focusing on phenotypic, metabolomic and transcriptomic responses. Co-culture experiments revealed that one isolate, strain A, exhibited pronounced phenotypic changes when grown alongside each of the other three strains. Untargeted metabolomics and RNA-seq analyses showed that strain A undergoes distinct metabolic and transcriptional shifts depending on its partner, with the strongest response elicited by strain C. Despite all four strains possessing a conserved desferrioxamine biosynthetic gene cluster, only strain C constitutively produced desferrioxamine B (DFO-B), a hydroxamate siderophore, indicating a role for iron bioavailability in the interaction. Supplementation with DFO-B or iron mimicked the growth stimulation of strain A observed in co-culture with strain C, and CRISPR base editing of desD in strain C abolished both DFO production and the phenotypic induction of strain A. However, transcriptomic profiles of strain A varied significantly depending on the partner strain, with distinct sets of biosynthetic gene clusters and metabolic pathways activated in response to strains B and C, suggesting additional cues beyond DFO-B. In contrast, strain D did not elicit growth stimulation in its partners, and itself showed downregulation of amino acid and carbon metabolism when co-cultured with strain C. These findings indicate that Streptomyces interactions are not only mediated by siderophore piracy but also involve complex, strain-specific molecular responses. Our findings demonstrate that Streptomyces interactions are highly strain-specific and only partly mediated by siderophore piracy, with DFO-B acting as a potent interspecies cue. The divergent molecular responses to different partners suggest nuanced mechanisms of microbial sensing and competition. These insights advance our understanding of microbial crosstalk and highlight the ecological and evolutionary complexity of siderophore-mediated interactions. By integrating transcriptomics, metabolomics, and biochemical assays, we present a robust framework for dissecting microbial interactions, with implications for microbiome engineering and synthetic community design. Supplementary Information The online version contains supplementary material available at 10.1038/s41598-026-45368-6.",plant-soil context relevance
8,multi kingdom soil microbiome ecology,7,2018d9b880b846748c1a27fa30bbb9587160a509,Multi-omics profiling of fungal balls in chronic pulmonary aspergillosis patients reveals microbiome dynamics and metabolic adaptations,2026,1,0,mBio,https://www.semanticscholar.org/paper/2018d9b880b846748c1a27fa30bbb9587160a509,Chan Liu; Matheus Mertz Ribeiro; Jian Yang; Liangyu Li; Jianxiong Li; Xianqiu Chen; Yude Wang; Le-Le Wang,"ABSTRACT Fungal balls (aspergillomas) are a debilitating complication of chronic pulmonary aspergillosis, but their functional biology as multi-kingdom ecosystems is poorly understood. Through integrated multi-omics analysis of 61 patient-derived fungal balls, we reveal their complex ecology. While Aspergillus fumigatus dominates the fungal niche (59% of patients), bacterial co-colonization is ubiquitous, primarily by Pseudomonas aeruginosa and Haemophilus influenzae. Metabolomics and metatranscriptomics unveil a structured division of labor and active warfare, including metabolic cross-feeding, competition for iron, and reciprocal antagonism via secondary metabolites, such as fumagillin and fumigaclavine C produced by A. fumigatus. Host metabolomics and transcriptomics revealed a potent but dysregulated human immune response, characterized by neutrophil activation and failed resolution. Our findings redefine aspergilloma not as a mere fungal aggregate, but as a resilient polymicrobial biofilm across kingdoms, in which synergistic and antagonistic inter-kingdom interactions drive pathogenesis and chronicity, suggesting new therapeutic strategies targeting the pathogenic consortium. IMPORTANCE Chronic pulmonary aspergillosis (CPA) and its hallmark fungal balls (aspergillomas) represent a debilitating and difficult-to-treat respiratory disease, affecting millions worldwide. Here, we provide the first integrated multi-omics profile of surgically resected fungal balls from 61 CPA patients, revealing these structures not as mere fungal colonies, but as resilient, cross-kingdom biofilms teeming with bacterial co-colonizers, particularly Pseudomonas aeruginosa and Haemophilus influenzae. Our findings uncover a dynamic battlefield where fungi and bacteria engage in metabolic cross-feeding, chemical warfare, and competition for nutrients such as iron. We demonstrate that the host mounts a potent but dysregulated immune response characterized by chronic neutrophilic inflammation and failed resolution, driving tissue damage and disease persistence. Our data provide a foundation for novel therapeutic strategies aimed at disrupting microbial synergy, modulating host inflammation, and breaking the cycle of chronic infection, an approach that could significantly improve outcomes for patients with this refractory disease. Chronic pulmonary aspergillosis (CPA) and its hallmark fungal balls (aspergillomas) represent a debilitating and difficult-to-treat respiratory disease, affecting millions worldwide. Here, we provide the first integrated multi-omics profile of surgically resected fungal balls from 61 CPA patients, revealing these structures not as mere fungal colonies, but as resilient, cross-kingdom biofilms teeming with bacterial co-colonizers, particularly Pseudomonas aeruginosa and Haemophilus influenzae. Our findings uncover a dynamic battlefield where fungi and bacteria engage in metabolic cross-feeding, chemical warfare, and competition for nutrients such as iron. We demonstrate that the host mounts a potent but dysregulated immune response characterized by chronic neutrophilic inflammation and failed resolution, driving tissue damage and disease persistence. Our data provide a foundation for novel therapeutic strategies aimed at disrupting microbial synergy, modulating host inflammation, and breaking the cycle of chronic infection, an approach that could significantly improve outcomes for patients with this refractory disease.",cross-kingdom microbial relevance
8,multi kingdom soil microbiome ecology,8,f267b6a85a15d93297875c8daeb0f238dc89b2cd,Ecology of the respiratory tract microbiome.,2023,34,0,Trends in Microbiology,https://www.semanticscholar.org/paper/f267b6a85a15d93297875c8daeb0f238dc89b2cd,A. E. Pérez-Cobas; J. Rodríguez-Beltrán; F. Baquero; T. Coque,"A thriving multi-kingdom microbial ecosystem inhabits the respiratory tract: the respiratory tract microbiome (RTM). In recent years, the contribution of the RTM to human health has become a crucial research aspect. However, research into the key ecological processes, such as robustness, resilience, and microbial interaction networks, has only recently started. This review leans on an ecological framework to interpret the human RTM and determine how the ecosystem functions and assembles. Specifically, the review illustrates the ecological RTM models and discusses microbiome establishment, community structure, diversity stability, and critical microbial interactions. Lastly, the review outlines the RTM responses to ecological disturbances, as well as the promising approaches for restoring ecological balance.",cross-kingdom microbial relevance; methodological relevance
9,cross domain microbial ecology,1,0d78585b624fb3e157d92301b89baf74f21dac1c,Cross-domain microbial interactions mediate soil multifunctionality during crop growth stages,2026,0,0,"Agriculture, Ecosystems & Environment. Applied Soil Ecology",https://www.semanticscholar.org/paper/0d78585b624fb3e157d92301b89baf74f21dac1c,Guo Chen; Chao Chang; Zihan Yan; Hao Wang; Qingwei Zhang; Jian Wang; Ming Li; Wei Zheng,,plant-soil context relevance
9,cross domain microbial ecology,2,80d2177603f6325af32dfad2bc0b508ff837c078,"Geography, Host Genetics, and Cross‐Domain Microbial Networks Structure the Skin Microbiota of Fragmented Brazilian Atlantic Forest Frog Populations",2020,16,0,Ecology and Evolution,https://www.semanticscholar.org/paper/80d2177603f6325af32dfad2bc0b508ff837c078,Anat M Belasen; M. Riolo; Mariana L. Lyra; F. Toledo; T. James,"Abstract The host‐associated microbiome plays a significant role in health. However, the roles of factors such as host genetics and microbial interactions in determining microbiome diversity remain unclear. We examined these factors using amplicon‐based sequencing of 175 Thoropa taophora frog skin swabs collected from a naturally fragmented landscape in southeastern Brazil. Specifically, we examined (1) the effects of geography and host genetics on microbiome diversity and structure; (2) the structure of microbial eukaryotic and bacterial co‐occurrence networks; and (3) co‐occurrence between microeukaryotes with bacterial OTUs known to affect growth of the fungal pathogen Batrachochytrium dendrobatidis (Bd). While bacterial alpha diversity varied by both site type and host MHC IIB genotype, microeukaryotic alpha diversity varied only by site type. However, bacteria and microeukaryote composition showed variation according to both site type and host MHC IIB genotype. Our network analysis showed the highest connectivity when both eukaryotes and bacteria were included, implying that ecological interactions may occur among domains. Lastly, anti‐Bd bacteria were not broadly negatively co‐associated with the fungal microbiome and were positively associated with potential amphibian parasites. Our findings emphasize the importance of considering both domains in microbiome research and suggest that for effective probiotic strategies for amphibian disease management, considering potential interactions among all members of the microbiome is crucial.",cross-kingdom microbial relevance; methodological relevance
9,cross domain microbial ecology,3,b10e78d3e58aeb8a16464077551c7275e93a6720,From soil to sequence: filling the critical gap in genome-resolved metagenomics is essential to the future of soil microbial ecology,2024,27,0,Environmental Microbiome,https://www.semanticscholar.org/paper/b10e78d3e58aeb8a16464077551c7275e93a6720,Winston E. Anthony; Steven D. Allison; Caitlin M. Broderick; Luciana Chavez Rodriguez; A. Clum; Hugh Cross; E. Eloe-Fadrosh; Sarah Evans,"Soil microbiomes are heterogeneous, complex microbial communities. Metagenomic analysis is generating vast amounts of data, creating immense challenges in sequence assembly and analysis. Although advances in technology have resulted in the ability to easily collect large amounts of sequence data, soil samples containing thousands of unique taxa are often poorly characterized. These challenges reduce the usefulness of genome-resolved metagenomic (GRM) analysis seen in other fields of microbiology, such as the creation of high quality metagenomic assembled genomes and the adoption of genome scale modeling approaches. The absence of these resources restricts the scale of future research, limiting hypothesis generation and the predictive modeling of microbial communities. Creating publicly available databases of soil MAGs, similar to databases produced for other microbiomes, has the potential to transform scientific insights about soil microbiomes without requiring the computational resources and domain expertise for assembly and binning.",community-assembly mechanism relevance; plant-soil context relevance
9,cross domain microbial ecology,4,6e51547f135e6f08d74c14c69fbd0f27a5a72788,Global cross-domain diversity patterns of picoplankton in the photic and aphotic ocean,2014,0,0,,https://www.semanticscholar.org/paper/6e51547f135e6f08d74c14c69fbd0f27a5a72788,G. Salazar; R. Logares; Francisco M. Cornejo-Castillo; S. Sunagawa; P. Bork; J. Gasol; S. Acinas,,indirect conceptual/background relevance
9,cross domain microbial ecology,5,d787f100d0a6aa818a111937d33b514dba7d8fb3,Variations and gradients between methane seep and off-seep microbial communities in a submarine canyon system in the Northeast Pacific,2023,3,0,PeerJ,https://www.semanticscholar.org/paper/d787f100d0a6aa818a111937d33b514dba7d8fb3,Milo E. Cummings; Lila M. Ardor Bellucci; Sarah Seabrook; N. Raineault; K. McPhail; A. Thurber,"Methane seeps are highly abundant marine habitats that contribute sources of chemosynthetic primary production to marine ecosystems. Seeps also factor into the global budget of methane, a potent greenhouse gas. Because of these factors, methane seeps influence not only local ocean ecology, but also biogeochemical cycles on a greater scale. Methane seeps host specialized microbial communities that vary significantly based on geography, seep gross morphology, biogeochemistry, and a diversity of other ecological factors including cross-domain species interactions. In this study, we collected sediment cores from six seep and non-seep locations from Grays and Quinault Canyons (46–47°N) off Washington State, USA, as well as one non-seep site off the coast of Oregon, USA (45°N) to quantify the scale of seep influence on biodiversity within marine habitats. These samples were profiled using 16S rRNA gene sequencing. Predicted gene functions were generated using the program PICRUSt2, and the community composition and predicted functions were compared among samples. The microbial communities at seeps varied by seep morphology and habitat, whereas the microbial communities at non-seep sites varied by water depth. Microbial community composition and predicted gene function clearly transitioned from on-seep to off-seep in samples collected from transects moving away from seeps, with a clear ecotone and high diversity where methane-fueled habitats transition into the non-seep deep sea. Our work demonstrates the microbial and metabolic sphere of influence that extends outwards from methane seep habitats.",indirect conceptual/background relevance
9,cross domain microbial ecology,6,831b5152275599512e61e6482d24dbfb89523441,Seaweed-microbial interactions: key functions of seaweed-associated bacteria.,2014,306,10,FEMS Microbiology Ecology,https://www.semanticscholar.org/paper/831b5152275599512e61e6482d24dbfb89523441,R. Singh; R. Singh; C. Reddy,,cross-kingdom microbial relevance
9,cross domain microbial ecology,7,657fbfd3031bb673ec1c6742088c42833f549ffb,"Minisyncoccus archaeiphilus gen. nov., sp. nov., a mesophilic, obligate parasitic bacterium and proposal of Minisyncoccaceae fam. nov., Minisyncoccales ord. nov., Minisyncoccia class. nov. and Minisyncoccota phyl. nov. formerly referred to as Candidatus Patescibacteria or candidate phyla radiation",2025,14,0,International Journal of Systematic and Evolutionary Microbiology,https://www.semanticscholar.org/paper/657fbfd3031bb673ec1c6742088c42833f549ffb,M. Nakajima; Ryosuke Nakai; Y. Hirakata; Kengo Kubota; Hisashi Satoh; M. Nobu; T. Narihiro; Kyohei Kuroda,"Abstract In the domain Bacteria, one of the largest, most diverse and environmentally ubiquitous phylogenetic groups, Candidatus Patescibacteria (also known as candidate phyla radiation/CPR), remains poorly characterized, leaving a major knowledge gap in microbial ecology. We recently discovered a novel cross-domain symbiosis between Ca. Patescibacteria and Archaea in highly purified enrichment cultures and proposed Candidatus taxa for the characterized species, including Ca. Minisyncoccus archaeophilus and the corresponding family Ca. Minisyncoccaceae. In this study, we report the isolation of this bacterium, designated strain PMX.108T, in a two-strain co-culture with a host archaeon, Methanospirillum hungatei strain DSM 864T (JF-1T), and hereby describe it as the first representative species of Ca. Patescibacteria. Strain PMX.108T was isolated from mesophilic methanogenic sludge in an anaerobic laboratory-scale bioreactor treating synthetic purified terephthalate- and dimethyl terephthalate-manufacturing wastewater. The strain could not grow axenically and is obligately anaerobic and parasitic, strictly depending on M. hungatei as a host. The genome was comparatively large (1.54 Mbp) compared to other members of the clade, lacked some genes involved in the biosynthesis pathway and encoded type IV pili-related genes associated with the parasitic lifestyle of ultrasmall microbes. The G+C content of the genomic DNA was 36.6 mol%. Here, we report the phenotypic and genomic properties of strain PMX.108T; we propose Minisyncoccus archaeiphilus gen. nov., sp. nov. to accommodate this strain. The type strain of the species is PMX.108T (=JCM 39522T). We also propose the associated family, order, class and phylum as Minisyncoccaceae fam. nov. Minisyncoccales nov., Minisyncoccia class. nov. and Minisyncoccota phyl. nov. within the bacterial kingdom Bacillati.",cross-kingdom microbial relevance
9,cross domain microbial ecology,8,6f6cb6b3fcbc8ccc9106f6f7b53a6781d5ee63a9,Diversity and Activity of Communities Inhabiting Plastic Debris in the North Pacific Gyre,2016,393,17,mSystems,https://www.semanticscholar.org/paper/6f6cb6b3fcbc8ccc9106f6f7b53a6781d5ee63a9,J. Bryant; Tara M. Clemente; D. A. Viviani; A. Fong; K. A. Thomas; P. Kemp; D. Karl; A. White,"Marine plastic debris is a growing concern that has captured the general public’s attention. While the negative impacts of plastic debris on oceanic macrobiota, including mammals and birds, are well documented, little is known about its influence on smaller marine residents, including microbes that have key roles in ocean biogeochemistry. Our work provides a new perspective on microbial communities inhabiting microplastics that includes its effect on microbial biogeochemical activities and a description of the cross-domain communities inhabiting plastic particles. This study is among the first molecular ecology, plastic debris biota surveys in the North Pacific Subtropical Gyre. It has identified fundamental differences in the functional potential and taxonomic composition of plastic-associated microbes versus planktonic microbes found in the surrounding open-ocean habitat. ABSTRACT Marine plastic debris has become a significant concern in ocean ecosystems worldwide. Little is known, however, about its influence on microbial community structure and function. In 2008, we surveyed microbial communities and metabolic activities in seawater and on plastic on an oceanographic expedition through the “great Pacific garbage patch.” The concentration of plastic particles in surface seawater within different size classes (2 to 5 mm and >5 mm) ranged from 0.35 to 3.7 particles m−3 across sampling stations. These densities and the particle size distribution were consistent with previous values reported in the North Pacific Ocean. Net community oxygen production (NCP = gross primary production − community respiration) on plastic debris was positive and so net autotrophic, whereas NCP in bulk seawater was close to zero. Scanning electron microscopy and metagenomic sequencing of plastic-attached communities revealed the dominance of a few metazoan taxa and a diverse assemblage of photoautotrophic and heterotrophic protists and bacteria. Bryozoa, Cyanobacteria, Alphaproteobacteria, and Bacteroidetes dominated all plastic particles, regardless of particle size. Bacteria inhabiting plastic were taxonomically distinct from the surrounding picoplankton and appeared well adapted to a surface-associated lifestyle. Genes with significantly higher abundances among plastic-attached bacteria included che genes, secretion system genes, and nifH genes, suggesting enrichment for chemotaxis, frequent cell-to-cell interactions, and nitrogen fixation. In aggregate, our findings suggest that plastic debris forms a habitat for complex microbial assemblages that have lifestyles, metabolic pathways, and biogeochemical activities that are distinct from those of free-living planktonic microbial communities. IMPORTANCE Marine plastic debris is a growing concern that has captured the general public’s attention. While the negative impacts of plastic debris on oceanic macrobiota, including mammals and birds, are well documented, little is known about its influence on smaller marine residents, including microbes that have key roles in ocean biogeochemistry. Our work provides a new perspective on microbial communities inhabiting microplastics that includes its effect on microbial biogeochemical activities and a description of the cross-domain communities inhabiting plastic particles. This study is among the first molecular ecology, plastic debris biota surveys in the North Pacific Subtropical Gyre. It has identified fundamental differences in the functional potential and taxonomic composition of plastic-associated microbes versus planktonic microbes found in the surrounding open-ocean habitat. Author Video: An author video summary of this article is available.",cross-kingdom microbial relevance
10,soil microbiome assembly across kingdoms,1,0e3110f99f363a3d25599565941ed98b1db379e7,Seed-borne bacteria drive wheat rhizosphere microbiome assembly via niche partitioning and facilitation,2025,43,1,Nature Microbiology,https://www.semanticscholar.org/paper/0e3110f99f363a3d25599565941ed98b1db379e7,D. Garrido-Sanz; Christoph Keel,"Microbial communities play a crucial role in supporting plant health and productivity. Reproducible, natural plant-associated microbiomes can help disentangle microbial dynamics across time and space. Here, using a sequential propagation strategy, we generated a complex and reproducible wheat rhizosphere microbiome (RhizCom) to study successional dynamics and interactions between the soil and heritable seed-borne rhizosphere microbiomes (SbRB) in a microcosm. Using 16S rRNA sequencing and genome-resolved shotgun metagenomics, we find that SbRB surpassed native soil microbes as the dominant rhizosphere-associated microbiome source. SbRB genomes were enriched in host-associated traits including degradation of key saccharide (niche partitioning) and cross-feeding interactions that supported partner strains (niche facilitation). In vitro co-culture experiments confirmed that helper SbRB strains facilitated the growth of partner bacteria on disaccharides as sole carbon source. These results reveal the importance of seed microbiota dynamics in microbial succession and community assembly, which could inform strategies for crop microbiome manipulation. A sequential propagation strategy shows how the microbes initially on seeds are key to building complex, reproducible and heritable plant microbiomes.",community-assembly mechanism relevance; plant-soil context relevance; cross-kingdom microbial relevance
10,soil microbiome assembly across kingdoms,2,30bc8c8ba29e1ab91ba72c2c254ccda177502132,Succession characteristics and assembly process of soil microbiome at reclaimed farmlands in coal mining area,2025,3,0,Frontiers in Microbiology,https://www.semanticscholar.org/paper/30bc8c8ba29e1ab91ba72c2c254ccda177502132,Jianhua Li; Zixu Li; Yanwen Sun; Jinjing Lu; Qiang Zhang; X. He; Minggang Xu,"Clarifying the succession patterns and assembly mechanisms of soil bacterial and fungal communities across reclamation chronosequences is essential for restoring soil health and ensuring ecological stability in mining areas. We analyzed soil microbial diversity, composition, co-occurrence network structure, and assembly processes using 16S rDNA/ITS sequencing and null models at 0 (R0), 1 (R1), 6 (R6), and 10 (R10) years of post-reclamation. Results showed that (1) Compared to R0, the R10 treatment resulted in significant increases in soil organic matter (SOM), total nitrogen (TN), available phosphorus (AP), and available potassium (AK) by 2.1-fold, 1.3-fold, 1.5-fold, and 0.4-fold, and also in activities of β-glucosidase (BG), N-acetyl-β-glucosaminidase (NAG), and leucine aminopeptidase (LAP), by 17-fold, 8.7-fold, and 1.8-fold, respectively (p < 0.05). (2) Rising bacterial diversity (Shannon, Chao1) over time, contrasting with fungal diversity that declined initially before recovering. (3) As the reclamation progressed, the network complexity was increased for both bacteria and fungi, improving stability. The number of bacterial keystone taxa was first increased and then decreased, with Bacillota (formerly Firmicutes) being the dominant keystone phylum. Bacteroidetes, Proteobacteria, and Acidobacteria exhibited rapid temporal responses. The fungal keystone taxa increased progressively, with Ascomycota as the dominant keystone phylum, while Basidiomycota and Mortierellomycota responded rapidly. (4) Enhanced bacterial functional potential (chemoheterotrophy, aerobic chemoheterotrophy, nitrification) and fungal saprotrophic capacity (undefined, wood saprotrophs) (5) Community assembly involved both deterministic (bacteria: dominated by heterogeneous selection) and stochastic processes (fungi: dispersal limitation/undominated). The partial least squares path modeling (PLS-PM) analysis showed that both the reclaimed coal mining and undisturbed normal farmland (NL) soils directly influenced microbial diversity and indirectly shaped microbial communities by influencing their assembly processes. These results underscore the critical role of reclamation in rebuilding soil microbial communities and restoring ecological functions in coal-mining areas.",community-assembly mechanism relevance; plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
10,soil microbiome assembly across kingdoms,3,32517853b837e035b16cc3ec8b2a87f636736484,The response of microbiome assembly within different niches across four stages to the cultivation of glyphosate-tolerant and conventional soybean varieties,2024,4,0,Frontiers in Microbiology,https://www.semanticscholar.org/paper/32517853b837e035b16cc3ec8b2a87f636736484,Shengqian Chao; Yu Sun; Yin Zhang; Yifan Chen; Lili Song; Peng Li; Xueming Tang; Jingang Liang,"Introduction Plants are inherently connected with the microbiome, which plays a crucial role in regulating various host plant biological processes, including immunity, nutrient acquisition, and resistance against abiotic and biotic stresses. Many factors affect the interaction between plants and microbiome. Methods and results In this study, microbiome samples were collected from five niches (bulk soil, rhizoplane, root endosphere, phylloplane, and leaf endosphere) across four developmental stages (seedling, flowering, podding, and maturity) of various soybean varieties. Composition and structure of bacterial and fungal communities were analyzed using 16S rRNA gene and ITS (Internally Transcribed Spacer) region amplicon sequencing. It was observed that both niches and developmental stages significantly impact on the assembly and composition of soybean microbiome. However, variety, presence of a transgene, and glyphosate application had minimal effects on microbial communities. The dominant microbiome varied across the five niches, with most containing beneficial microbial communities capable of promoting plant growth or increasing disease resistance. Types and abundance of the dominant microbes affected network stability, potentially resulting in functional changes in different ecological niches. Conclusion This study provides theoretical evidence for microbial protection of plants against diseases and demonstrates that systematic analysis of the composition and diversity of soybean microbiomes can contribute to the development of biological control technologies.",community-assembly mechanism relevance; plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
10,soil microbiome assembly across kingdoms,4,4f2f1bbc05a926c16d629e020211268ea619e0f4,"The Topographic Template: Coordinated Shifts in Soil Chemistry, Microbiome, and Enzymatic Activity Across a Fluvial Landscape",2025,0,0,Agronomy,https://www.semanticscholar.org/paper/4f2f1bbc05a926c16d629e020211268ea619e0f4,Anastasia V. Teslya; D. V. Poshvina; A. Stepanov; A. Vasilchenko,"The soil microbiome is an essential component of agroecosystems. However, managing it remains a challenge due to our limited knowledge of how various environmental factors interact and shape its spatial distribution. This study presents a hierarchical ecological model to explain the assembly of the microbiome in sloping agricultural landscapes. Through a comprehensive analysis of bacterial and fungal communities, as well as the examination of metabolic and phytopathogenic profiles across a topographic gradient, we have demonstrated that topography acts as the main filter, structuring bacterial communities. Land use, on the other hand, serves as a secondary filter, refining fungal functional guilds. Our results suggest that hydrological conditions in floodplains favor the growth of stress-tolerant bacterial communities with low diversity, dominated by Actinomycetota. Fungal communities, on the other hand, are directly influenced by land use. Long-term fallow periods lead to an enrichment of arbuscular mycorrhiza, while agroecosystems shift towards pathogenic and saprotrophic niches. Furthermore, we identify specific topographic positions that may be hotspots for phytopathogenic pressure. These hotspots are linked to certain taxa, such as Ustilaginaceae and Didymellaceae, which may pose a threat to plant health. The derived hierarchical model provides a scientific foundation for topography-aware precision agriculture. It promotes stratified management, prioritizing erosion control and soil restoration on slopes, customizing nutrient inputs in fertile floodplains, and implementing targeted phytosanitary monitoring in identified risk areas. Our research thus offers a practical framework for harnessing soil spatial variability to improve soil health and proactively manage disease risks in agricultural systems.",community-assembly mechanism relevance; plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
10,soil microbiome assembly across kingdoms,5,2f605120c8b519fdd8b625af4a0c4225a20dc12e,Soil nitrogen deficiency drives compensatory assembly of nitrogen-cycling functions in the rhizosphere microbiome,2024,10,0,Plant and Soil,https://www.semanticscholar.org/paper/2f605120c8b519fdd8b625af4a0c4225a20dc12e,Yi Ren; Yulong Duan; Jiayu Luo; Youzhi Miao; Jiahui Shao; Zhihui Xu; Nan Zhang; Qirong Shen,,community-assembly mechanism relevance; plant-soil context relevance
